Country,Year,Suicides number,Population2
Albania,1987,73.0,2709600.0
Albania,1988,63.0,2764300.0
Albania,1989,68.0,2803100.0
Albania,1992,47.0,2822500.0
Albania,1993,73.0,2807300.0
Albania,1994,50.0,2849300.0
Albania,1995,88.0,2903400.0
Albania,1996,89.0,2940200.0
Albania,1997,170.0,2977300.0
Albania,1998,154.0,3012700.0
Albania,1999,139.0,3029700.0
Albania,2000,54.0,2796300.0
Albania,2001,119.0,2799349.0
Albania,2002,133.0,2818839.0
Albania,2003,124.0,2843929.0
Albania,2004,146.0,2874991.0
Albania,2005,0.0,2783320.0
Albania,2006,0.0,2780176.0
Albania,2007,124.0,2770344.0
Albania,2008,160.0,2757059.0
Albania,2009,0.0,2745735.0
Albania,2010,96.0,2736025.0
Anguilla,1983,0.0,0.0
Anguilla,1984,0.0,0.0
Anguilla,1985,0.0,0.0
Anguilla,1986,0.0,0.0
Anguilla,1987,0.0,0.0
Anguilla,1988,0.0,0.0
Anguilla,1989,0.0,0.0
Anguilla,1990,0.0,0.0
Anguilla,1991,0.0,0.0
Anguilla,1992,0.0,0.0
Anguilla,1993,0.0,0.0
Anguilla,1994,0.0,0.0
Anguilla,1995,0.0,0.0
Anguilla,2000,0.0,0.0
Anguilla,2001,0.0,0.0
Anguilla,2002,1.0,0.0
Anguilla,2003,0.0,0.0
Anguilla,2004,0.0,0.0
Anguilla,2005,0.0,0.0
Anguilla,2006,0.0,0.0
Anguilla,2008,0.0,0.0
Anguilla,2009,0.0,0.0
Anguilla,2010,0.0,0.0
Anguilla,2011,1.0,0.0
Anguilla,2012,0.0,0.0
Anguilla,2013,0.0,0.0
Anguilla,2014,0.0,0.0
Anguilla,2015,0.0,0.0
Anguilla,2016,0.0,0.0
Antigua and Barbuda,1983,0.0,64691.0
Antigua and Barbuda,1985,0.0,62574.0
Antigua and Barbuda,1986,0.0,61270.0
Antigua and Barbuda,1987,0.0,60261.0
Antigua and Barbuda,1988,0.0,59564.0
Antigua and Barbuda,1989,0.0,59238.0
Antigua and Barbuda,1990,1.0,59334.0
Antigua and Barbuda,1991,0.0,60394.0
Antigua and Barbuda,1992,0.0,61741.0
Antigua and Barbuda,1993,1.0,63315.0
Antigua and Barbuda,1994,0.0,65044.0
Antigua and Barbuda,1995,0.0,66846.0
Antigua and Barbuda,1998,0.0,72225.0
Antigua and Barbuda,1999,0.0,73832.0
Antigua and Barbuda,2000,2.0,75326.0
Antigua and Barbuda,2001,2.0,76497.0
Antigua and Barbuda,2002,0.0,77588.0
Antigua and Barbuda,2003,1.0,78658.0
Antigua and Barbuda,2004,2.0,79722.0
Antigua and Barbuda,2005,0.0,80809.0
Antigua and Barbuda,2006,0.0,81973.0
Antigua and Barbuda,2007,1.0,83131.0
Antigua and Barbuda,2008,0.0,84273.0
Antigua and Barbuda,2009,0.0,85405.0
Antigua and Barbuda,2012,0.0,88703.0
Antigua and Barbuda,2013,0.0,89779.0
Antigua and Barbuda,2014,0.0,90837.0
Antigua and Barbuda,2015,1.0,91889.0
Argentina,1979,1802.0,24986000.0
Argentina,1980,1972.0,24706600.0
Argentina,1981,2197.0,24995800.0
Argentina,1982,1965.0,26233000.0
Argentina,1983,1834.0,26657000.0
Argentina,1984,1873.0,26673900.0
Argentina,1985,1988.0,27090800.0
Argentina,1986,2284.0,27244400.0
Argentina,1987,2286.0,27599400.0
Argentina,1988,2354.0,28308000.0
Argentina,1989,2247.0,28702000.0
Argentina,1990,2140.0,29091100.0
Argentina,1991,1951.0,29623000.0
Argentina,1992,2184.0,30045400.0
Argentina,1993,2230.0,30477500.0
Argentina,1994,2241.0,30911200.0
Argentina,1995,2204.0,31345400.0
Argentina,1996,2229.0,31780700.0
Argentina,1997,2184.0,32333781.0
Argentina,1998,2347.0,32757259.0
Argentina,1999,2423.0,33174862.0
Argentina,2000,2774.0,33585533.0
Argentina,2001,3132.0,34010946.0
Argentina,2002,3162.0,34407507.0
Argentina,2003,3289.0,34785907.0
Argentina,2004,3121.0,35162945.0
Argentina,2005,3058.0,35550617.0
Argentina,2006,3108.0,35918886.0
Argentina,2007,2946.0,36315492.0
Argentina,2008,3059.0,36733520.0
Argentina,2009,2884.0,37158001.0
Argentina,2010,2943.0,37578454.0
Argentina,2011,2912.0,38015739.0
Argentina,2012,3248.0,38441778.0
Argentina,2013,2987.0,38859125.0
Argentina,2014,3231.0,39276555.0
Argentina,2015,3073.0,39699624.0
Armenia,1981,92.0,2768700.0
Armenia,1982,70.0,2793600.0
Armenia,1985,74.0,2866100.0
Armenia,1986,61.0,2893400.0
Armenia,1987,81.0,2922700.0
Armenia,1988,61.0,2932000.0
Armenia,1989,78.0,2935600.0
Armenia,1990,93.0,2983700.0
Armenia,1991,80.0,3230800.0
Armenia,1992,83.0,3308700.0
Armenia,1993,106.0,3366600.0
Armenia,1994,112.0,3402500.0
Armenia,1995,130.0,3443200.0
Armenia,1996,87.0,3486300.0
Armenia,1997,77.0,3526700.0
Armenia,1998,66.0,3558000.0
Armenia,1999,67.0,3580700.0
Armenia,2000,61.0,3606500.0
Armenia,2001,60.0,3610516.0
Armenia,2002,74.0,3014844.0
Armenia,2003,59.0,3024366.0
Armenia,2006,78.0,2764396.0
Armenia,2007,71.0,2735313.0
Armenia,2008,63.0,3045391.0
Armenia,2009,53.0,2689695.0
Armenia,2010,73.0,2676225.0
Armenia,2011,67.0,2670366.0
Armenia,2012,79.0,2814300.0
Armenia,2013,67.0,2810664.0
Armenia,2014,58.0,2803029.0
Armenia,2015,74.0,2795335.0
Armenia,2016,67.0,2784119.0
Aruba,1987,0.0,55589.0
Aruba,1990,0.0,56754.0
Aruba,1995,8.0,73581.0
Aruba,1999,9.0,81934.0
Aruba,2000,10.0,83888.0
Aruba,2001,4.0,86045.0
Aruba,2002,9.0,88284.0
Aruba,2003,2.0,90457.0
Aruba,2004,8.0,92335.0
Aruba,2005,10.0,93728.0
Aruba,2006,9.0,94508.0
Aruba,2007,8.0,94814.0
Aruba,2008,4.0,94814.0
Aruba,2009,4.0,94795.0
Aruba,2010,7.0,95006.0
Aruba,2011,9.0,95488.0
Aruba,2012,3.0,96215.0
Aruba,2013,2.0,97110.0
Aruba,2014,5.0,97988.0
Aruba,2015,9.0,98712.0
Australia,1979,1675.0,13279400.0
Australia,1980,1606.0,13485100.0
Australia,1981,1671.0,13788400.0
Australia,1982,1766.0,14023600.0
Australia,1983,1697.0,14209600.0
Australia,1984,1753.0,14374800.0
Australia,1985,1861.0,14562500.0
Australia,1986,2044.0,14809800.0
Australia,1987,2164.0,15046500.0
Australia,1988,2172.0,15312100.0
Australia,1989,2066.0,15570600.0
Australia,1990,2202.0,15807000.0
Australia,1991,2288.0,16012100.0
Australia,1992,2251.0,16203500.0
Australia,1993,2038.0,16370000.0
Australia,1994,2283.0,16549400.0
Australia,1995,2170.0,16766300.0
Australia,1996,2426.0,17015100.0
Australia,1997,2646.0,17221300.0
Australia,1998,2632.0,17421730.0
Australia,1999,2488.0,17641702.0
Australia,2000,2391.0,17874410.0
Australia,2001,2458.0,18130883.0
Australia,2002,2319.0,18370058.0
Australia,2003,2156.0,18608029.0
Australia,2004,2114.0,18854551.0
Australia,2006,2117.0,19109246.0
Australia,2007,2229.0,19734430.0
Australia,2008,2341.0,20120312.0
Australia,2009,2337.0,20529317.0
Australia,2010,2420.0,20847547.0
Australia,2011,2392.0,20881910.0
Australia,2012,2580.0,21238909.0
Australia,2013,2608.0,21600180.0
Australia,2014,2891.0,21927587.0
Australia,2015,3027.0,22240785.0
Austria,1980,1932.0,7071800.0
Austria,1981,2032.0,7133800.0
Austria,1982,2070.0,7131523.0
Austria,1983,2041.0,7112766.0
Austria,1984,2028.0,7107249.0
Austria,1985,2091.0,7110115.0
Austria,1986,2139.0,7119149.0
Austria,1987,2069.0,7130006.0
Austria,1988,1851.0,7144410.0
Austria,1989,1898.0,7177666.0
Austria,1990,1825.0,7231353.0
Austria,1991,1769.0,7299728.0
Austria,1992,1759.0,7375368.0
Austria,1993,1704.0,7433569.0
Austria,1994,1776.0,7462552.0
Austria,1995,1788.0,7477030.0
Austria,1996,1779.0,7493706.0
Austria,1997,1592.0,7512589.0
Austria,1998,1559.0,7533519.0
Austria,1999,1555.0,7561609.0
Austria,2000,1588.0,7592073.0
Austria,2001,1489.0,7634560.0
Austria,2002,1553.0,7683162.0
Austria,2003,1456.0,7722033.0
Austria,2004,1422.0,7773105.0
Austria,2005,1399.0,7827461.0
Austria,2006,1297.0,7869269.0
Austria,2007,1285.0,7897272.0
Austria,2008,1267.0,7925258.0
Austria,2009,1278.0,7946894.0
Austria,2010,1264.0,7968421.0
Austria,2011,1288.0,7995146.0
Austria,2012,1276.0,8031276.0
Austria,2013,1291.0,8079615.0
Austria,2014,1314.0,8141165.0
Austria,2015,1251.0,8219386.0
Austria,2016,1204.0,8319211.0
Azerbaijan,1981,287.0,5532400.0
Azerbaijan,1982,239.0,5614500.0
Azerbaijan,1985,244.0,5852100.0
Azerbaijan,1986,235.0,5928300.0
Azerbaijan,1987,254.0,6013900.0
Azerbaijan,1988,232.0,6106300.0
Azerbaijan,1989,219.0,6111200.0
Azerbaijan,1990,114.0,6156800.0
Azerbaijan,1991,134.0,6290600.0
Azerbaijan,1992,144.0,6370400.0
Azerbaijan,1993,119.0,6442600.0
Azerbaijan,1994,47.0,6521200.0
Azerbaijan,1995,49.0,6605900.0
Azerbaijan,1996,69.0,6668100.0
Azerbaijan,1997,107.0,6711200.0
Azerbaijan,1998,56.0,7044400.0
Azerbaijan,1999,54.0,7106400.0
Azerbaijan,2000,62.0,7415250.0
Azerbaijan,2001,317.0,7518000.0
Azerbaijan,2002,92.0,7605700.0
Azerbaijan,2003,129.0,7674400.0
Azerbaijan,2004,108.0,7738250.0
Azerbaijan,2007,55.0,7921100.0
Bahamas,1980,1.0,180400.0
Bahamas,1981,1.0,181100.0
Bahamas,1983,5.0,189500.0
Bahamas,1984,7.0,200300.0
Bahamas,1985,1.0,203700.0
Bahamas,1987,3.0,220900.0
Bahamas,1993,7.0,243500.0
Bahamas,1994,3.0,249300.0
Bahamas,1995,2.0,254500.0
Bahamas,1996,3.0,252438.0
Bahamas,1997,2.0,255956.0
Bahamas,1998,3.0,260125.0
Bahamas,1999,6.0,264791.0
Bahamas,2000,11.0,269738.0
Bahamas,2001,1.0,276140.0
Bahamas,2002,3.0,282555.0
Bahamas,2003,1.0,288888.0
Bahamas,2004,2.0,295237.0
Bahamas,2005,4.0,301763.0
Bahamas,2006,2.0,308499.0
Bahamas,2007,5.0,314989.0
Bahamas,2008,4.0,321447.0
Bahamas,2009,6.0,327813.0
Bahamas,2010,10.0,333869.0
Bahamas,2011,4.0,338383.0
Bahamas,2012,5.0,343558.0
Bahamas,2013,5.0,348959.0
Bahrain,1985,11.0,365900.0
Bahrain,1987,9.0,363900.0
Bahrain,1988,14.0,389700.0
Bahrain,1997,0.0,529754.0
Bahrain,1998,0.0,546008.0
Bahrain,1999,17.0,565762.0
Bahrain,2000,29.0,590594.0
Bahrain,2001,23.0,624083.0
Bahrain,2002,25.0,661010.0
Bahrain,2003,34.0,702913.0
Bahrain,2004,42.0,751559.0
Bahrain,2005,42.0,819540.0
Bahrain,2006,28.0,888543.0
Bahrain,2007,40.0,964770.0
Bahrain,2008,43.0,1024110.0
Bahrain,2009,36.0,1092922.0
Bahrain,2010,19.0,1139160.0
Bahrain,2011,18.0,1103462.0
Bahrain,2012,19.0,1201778.0
Bahrain,2013,5.0,1214492.0
Bahrain,2014,9.0,1213966.0
Barbados,1979,2.0,229300.0
Barbados,1980,3.0,228700.0
Barbados,1981,7.0,229500.0
Barbados,1982,2.0,228500.0
Barbados,1983,9.0,230200.0
Barbados,1984,5.0,230900.0
Barbados,1985,7.0,231000.0
Barbados,1986,8.0,231600.0
Barbados,1987,6.0,233700.0
Barbados,1988,12.0,234800.0
Barbados,1989,16.0,236000.0
Barbados,1990,16.0,237000.0
Barbados,1991,17.0,237000.0
Barbados,1992,14.0,240000.0
Barbados,1993,16.0,239600.0
Barbados,1994,14.0,240300.0
Barbados,1995,17.0,241200.0
Barbados,2000,10.0,251133.0
Barbados,2001,2.0,252406.0
Barbados,2002,0.0,253353.0
Barbados,2003,0.0,254122.0
Barbados,2004,3.0,254925.0
Barbados,2005,1.0,255889.0
Barbados,2006,9.0,256883.0
Barbados,2007,0.0,258083.0
Barbados,2008,1.0,259414.0
Barbados,2009,5.0,260718.0
Barbados,2010,3.0,261927.0
Barbados,2011,0.0,263203.0
Barbados,2012,0.0,264270.0
Barbados,2013,0.0,265165.0
Belarus,1981,2388.0,8944900.0
Belarus,1982,2616.0,9001100.0
Belarus,1985,2302.0,9147900.0
Belarus,1986,1777.0,9193100.0
Belarus,1987,1921.0,9238100.0
Belarus,1988,1869.0,9296500.0
Belarus,1989,2209.0,9364700.0
Belarus,1990,2085.0,9408800.0
Belarus,1991,2169.0,9476200.0
Belarus,1992,2424.0,9570900.0
Belarus,1993,2885.0,9641100.0
Belarus,1994,3153.0,9653900.0
Belarus,1995,3203.0,9673600.0
Belarus,1996,3627.0,9684800.0
Belarus,1997,3526.0,9692100.0
Belarus,1998,3556.0,9694800.0
Belarus,1999,3397.0,9563200.0
Belarus,2000,3483.0,9543479.0
Belarus,2001,3303.0,9513587.0
Belarus,2002,3291.0,9469234.0
Belarus,2003,3456.0,9420691.0
Belarus,2007,2659.0,9244456.0
Belarus,2008,2658.0,9205746.0
Belarus,2009,2743.0,9169969.0
Belarus,2010,2459.0,8981193.0
Belarus,2011,2172.0,8947320.0
Belarus,2013,1902.0,8910240.0
Belarus,2014,1741.0,8906977.0
Belgium,1979,2114.0,9249500.0
Belgium,1980,2178.0,9256600.0
Belgium,1981,2157.0,9239100.0
Belgium,1982,2153.0,9248100.0
Belgium,1983,2246.0,9250600.0
Belgium,1984,2339.0,9245700.0
Belgium,1985,2281.0,9269600.0
Belgium,1986,2202.0,9287100.0
Belgium,1987,2238.0,9291300.0
Belgium,1988,1996.0,9319300.0
Belgium,1989,1920.0,9349200.0
Belgium,1990,1895.0,9369700.0
Belgium,1991,1805.0,9396600.0
Belgium,1992,1878.0,9428100.0
Belgium,1993,2142.0,9462900.0
Belgium,1994,2131.0,9497400.0
Belgium,1995,2155.0,9527100.0
Belgium,1996,2013.0,9557545.0
Belgium,1997,2146.0,9576223.0
Belgium,1998,2019.0,9620997.0
Belgium,1999,1857.0,9648277.0
Belgium,2000,2143.0,9674025.0
Belgium,2001,2165.0,9710055.0
Belgium,2002,2076.0,9758570.0
Belgium,2003,2091.0,9804122.0
Belgium,2004,1987.0,9848022.0
Belgium,2005,2029.0,9901014.0
Belgium,2006,1935.0,9962702.0
Belgium,2007,1857.0,10030266.0
Belgium,2008,1999.0,10100850.0
Belgium,2009,2013.0,10173366.0
Belgium,2010,2013.0,10211171.0
Belgium,2011,2088.0,10355126.0
Belgium,2012,2026.0,10442637.0
Belgium,2013,1895.0,10526149.0
Belgium,2014,1899.0,10578848.0
Belgium,2015,1867.0,10624356.0
Belize,1980,2.0,121600.0
Belize,1982,0.0,126800.0
Belize,1983,0.0,130400.0
Belize,1984,2.0,134500.0
Belize,1986,3.0,146800.0
Belize,1987,4.0,144069.0
Belize,1989,1.0,153088.0
Belize,1990,3.0,158000.0
Belize,1991,2.0,162200.0
Belize,1993,1.0,170800.0
Belize,1994,8.0,170874.0
Belize,1995,14.0,180500.0
Belize,1996,8.0,180926.0
Belize,1997,1.0,187650.0
Belize,1998,12.0,195108.0
Belize,1999,18.0,202699.0
Belize,2000,18.0,210109.0
Belize,2001,19.0,217279.0
Belize,2002,14.0,224136.0
Belize,2003,12.0,230890.0
Belize,2004,20.0,237791.0
Belize,2005,12.0,245020.0
Belize,2006,11.0,252826.0
Belize,2007,8.0,260667.0
Belize,2008,11.0,268487.0
Belize,2009,15.0,276189.0
Belize,2010,15.0,283796.0
Belize,2011,33.0,291662.0
Belize,2012,18.0,298946.0
Belize,2013,17.0,305888.0
Belize,2014,24.0,312780.0
Belize,2015,26.0,319835.0
Bermuda,1980,3.0,50400.0
Bermuda,1983,3.0,51300.0
Bermuda,1984,3.0,0.0
Bermuda,1985,2.0,0.0
Bermuda,1986,3.0,0.0
Bermuda,1987,4.0,0.0
Bermuda,1988,3.0,0.0
Bermuda,1989,9.0,0.0
Bermuda,1990,2.0,0.0
Bermuda,1991,3.0,0.0
Bermuda,1992,5.0,0.0
Bermuda,1993,9.0,0.0
Bermuda,1994,2.0,0.0
Bermuda,1995,0.0,0.0
Bermuda,1996,5.0,0.0
Bermuda,1997,3.0,0.0
Bermuda,1998,4.0,0.0
Bermuda,1999,6.0,0.0
Bermuda,2000,1.0,0.0
Bermuda,2001,3.0,0.0
Bermuda,2002,3.0,0.0
Bermuda,2003,0.0,0.0
Bermuda,2004,0.0,0.0
Bermuda,2005,3.0,0.0
Bermuda,2006,1.0,0.0
Bermuda,2007,1.0,0.0
Bermuda,2008,1.0,0.0
Bermuda,2009,3.0,0.0
Bermuda,2010,3.0,0.0
Bermuda,2011,0.0,0.0
Bermuda,2012,2.0,0.0
Bermuda,2013,0.0,0.0
Bermuda,2014,1.0,0.0
Bermuda,2015,0.0,0.0
Bolivia,2000,11.0,0.0
Bolivia,2001,8.0,0.0
Bolivia,2002,18.0,0.0
Bolivia,2003,17.0,0.0
Bosnia and Herzegovina,1985,433.0,3924900.0
Bosnia and Herzegovina,1986,500.0,3961900.0
Bosnia and Herzegovina,1987,479.0,4004300.0
Bosnia and Herzegovina,1988,428.0,4044400.0
Bosnia and Herzegovina,1989,440.0,4084400.0
Bosnia and Herzegovina,1990,462.0,4127500.0
Bosnia and Herzegovina,1991,531.0,4165300.0
Bosnia and Herzegovina,2011,5.0,3673312.0
Bosnia and Herzegovina,2014,313.0,3654169.0
Brazil,1979,3459.0,102206100.0
Brazil,1980,3864.0,104569400.0
Brazil,1981,4029.0,106969100.0
Brazil,1982,3897.0,109404700.0
Brazil,1983,4562.0,112445000.0
Brazil,1984,4400.0,114951900.0
Brazil,1985,4228.0,117478900.0
Brazil,1986,4271.0,118776400.0
Brazil,1987,4672.0,122822467.0
Brazil,1988,4466.0,125701294.0
Brazil,1989,4463.0,128570308.0
Brazil,1990,4803.0,131387553.0
Brazil,1991,5156.0,134281850.0
Brazil,1992,5207.0,137007021.0
Brazil,1993,5508.0,139615477.0
Brazil,1994,5896.0,142188450.0
Brazil,1995,6536.0,144783591.0
Brazil,1996,6698.0,147353130.0
Brazil,1997,6891.0,149932627.0
Brazil,1998,6922.0,152524311.0
Brazil,1999,6507.0,155122073.0
Brazil,2000,6763.0,157715991.0
Brazil,2001,7710.0,160178796.0
Brazil,2002,7697.0,162761414.0
Brazil,2003,7839.0,165396911.0
Brazil,2004,7995.0,167993068.0
Brazil,2005,8529.0,170483960.0
Brazil,2006,8618.0,172974722.0
Brazil,2007,8855.0,175293192.0
Brazil,2008,9184.0,177471632.0
Brazil,2009,9346.0,179569551.0
Brazil,2010,9429.0,181629712.0
Brazil,2011,9822.0,183656441.0
Brazil,2012,10295.0,185591215.0
Brazil,2013,10513.0,187458852.0
Brazil,2014,10631.0,189285554.0
Brazil,2015,11163.0,191087085.0
British Virgin Islands,1981,0.0,0.0
British Virgin Islands,1982,0.0,0.0
British Virgin Islands,1983,0.0,0.0
British Virgin Islands,1984,0.0,0.0
British Virgin Islands,1985,1.0,0.0
British Virgin Islands,1986,0.0,0.0
British Virgin Islands,1987,2.0,0.0
British Virgin Islands,1988,0.0,0.0
British Virgin Islands,1989,1.0,0.0
British Virgin Islands,1990,0.0,0.0
British Virgin Islands,1991,0.0,0.0
British Virgin Islands,1992,0.0,0.0
British Virgin Islands,1993,0.0,0.0
British Virgin Islands,1994,0.0,0.0
British Virgin Islands,1995,0.0,0.0
British Virgin Islands,1996,0.0,0.0
British Virgin Islands,1997,1.0,0.0
British Virgin Islands,1998,0.0,0.0
British Virgin Islands,1999,1.0,0.0
British Virgin Islands,2000,0.0,0.0
British Virgin Islands,2001,1.0,0.0
British Virgin Islands,2002,0.0,0.0
British Virgin Islands,2003,1.0,0.0
British Virgin Islands,2004,0.0,0.0
British Virgin Islands,2006,0.0,0.0
British Virgin Islands,2008,0.0,0.0
British Virgin Islands,2009,0.0,0.0
British Virgin Islands,2010,0.0,0.0
Brunei Darussalam,1996,12.0,267125.0
Brunei Darussalam,1997,11.0,274822.0
Brunei Darussalam,1998,8.0,282758.0
Brunei Darussalam,1999,2.0,290698.0
Brunei Darussalam,2000,5.0,298374.0
Brunei Darussalam,2001,4.0,298563.0
Brunei Darussalam,2002,1.0,303100.0
Brunei Darussalam,2003,5.0,302800.0
Brunei Darussalam,2004,3.0,324800.0
Brunei Darussalam,2005,7.0,335400.0
Brunei Darussalam,2006,10.0,347900.0
Brunei Darussalam,2007,10.0,342714.0
Brunei Darussalam,2008,9.0,347549.0
Brunei Darussalam,2009,2.0,352328.0
Brunei Darussalam,2010,5.0,379000.0
Brunei Darussalam,2011,5.0,387600.0
Brunei Darussalam,2012,8.0,368700.0
Brunei Darussalam,2013,4.0,373361.0
Brunei Darussalam,2014,5.0,378656.0
Brunei Darussalam,2015,7.0,384080.0
Bulgaria,1980,1206.0,8184300.0
Bulgaria,1981,1209.0,8235000.0
Bulgaria,1982,1360.0,8277800.0
Bulgaria,1983,1194.0,8312800.0
Bulgaria,1984,1511.0,8345300.0
Bulgaria,1985,1456.0,8392500.0
Bulgaria,1986,1408.0,8391500.0
Bulgaria,1987,1492.0,8375400.0
Bulgaria,1988,1452.0,8389800.0
Bulgaria,1989,1460.0,8403200.0
Bulgaria,1990,1323.0,8418500.0
Bulgaria,1991,1384.0,8431900.0
Bulgaria,1992,1519.0,8041500.0
Bulgaria,1993,1470.0,8001000.0
Bulgaria,1994,1464.0,7995500.0
Bulgaria,1995,1433.0,7983900.0
Bulgaria,1996,1526.0,7963300.0
Bulgaria,1997,1465.0,7933900.0
Bulgaria,1998,1503.0,7899500.0
Bulgaria,1999,1307.0,7866600.0
Bulgaria,2000,1383.0,7829095.0
Bulgaria,2001,1314.0,7591926.0
Bulgaria,2002,1317.0,7544410.0
Bulgaria,2003,1092.0,7493166.0
Bulgaria,2004,1013.0,7447563.0
Bulgaria,2005,982.0,7404051.0
Bulgaria,2006,977.0,7358508.0
Bulgaria,2007,902.0,7312474.0
Bulgaria,2008,939.0,7267511.0
Bulgaria,2009,868.0,7219817.0
Bulgaria,2010,859.0,7162740.0
Bulgaria,2011,763.0,7056527.0
Bulgaria,2012,872.0,6959652.0
Bulgaria,2013,721.0,6920644.0
Bulgaria,2014,724.0,6883874.0
Cabo Verde,2011,42.0,452179.0
Canada,1979,3355.0,21908000.0
Canada,1980,3355.0,22152500.0
Canada,1981,3400.0,22559800.0
Canada,1982,3517.0,22789000.0
Canada,1983,3755.0,23073100.0
Canada,1984,3439.0,23283200.0
Canada,1985,3258.0,23499900.0
Canada,1986,3670.0,23499100.0
Canada,1987,3591.0,23798100.0
Canada,1988,3510.0,24080600.0
Canada,1989,3491.0,24368400.0
Canada,1990,3378.0,24704400.0
Canada,1991,3593.0,25390400.0
Canada,1992,3708.0,26454400.0
Canada,1993,3803.0,26944700.0
Canada,1994,3748.0,27246000.0
Canada,1995,3968.0,27618500.0
Canada,1996,3941.0,27706600.0
Canada,1997,3681.0,28085100.0
Canada,1998,3699.0,28372536.0
Canada,1999,4074.0,28681643.0
Canada,2000,3606.0,29008565.0
Canada,2001,3694.0,29262055.0
Canada,2002,3650.0,29642114.0
Canada,2003,3765.0,29958833.0
Canada,2004,3613.0,30283966.0
Canada,2005,3743.0,30597090.0
Canada,2006,3512.0,30902962.0
Canada,2007,3611.0,31242631.0
Canada,2008,3705.0,31588641.0
Canada,2009,3890.0,31937357.0
Canada,2010,3951.0,32286140.0
Canada,2011,3728.0,32615418.0
Canada,2012,3926.0,32961196.0
Canada,2013,4054.0,33314836.0
Cayman Islands,1984,2.0,0.0
Cayman Islands,1985,1.0,0.0
Cayman Islands,1986,1.0,0.0
Cayman Islands,1987,1.0,0.0
Cayman Islands,1988,2.0,0.0
Cayman Islands,1989,1.0,0.0
Cayman Islands,1990,0.0,0.0
Cayman Islands,1991,1.0,0.0
Cayman Islands,1992,1.0,0.0
Cayman Islands,1993,1.0,0.0
Cayman Islands,1994,0.0,29400.0
Cayman Islands,1995,1.0,0.0
Cayman Islands,1996,0.0,0.0
Cayman Islands,1997,1.0,0.0
Cayman Islands,1998,0.0,0.0
Cayman Islands,1999,1.0,0.0
Cayman Islands,2000,0.0,0.0
Cayman Islands,2001,0.0,0.0
Cayman Islands,2002,0.0,0.0
Cayman Islands,2003,0.0,0.0
Cayman Islands,2004,0.0,0.0
Cayman Islands,2005,0.0,0.0
Cayman Islands,2006,3.0,0.0
Cayman Islands,2007,0.0,0.0
Cayman Islands,2008,0.0,0.0
Cayman Islands,2009,0.0,0.0
Cayman Islands,2010,1.0,0.0
Cayman Islands,2013,1.0,0.0
Chile,1980,539.0,9840000.0
Chile,1981,650.0,10013000.0
Chile,1982,646.0,10182000.0
Chile,1983,660.0,10519139.0
Chile,1984,736.0,10537900.0
Chile,1985,683.0,10675400.0
Chile,1986,654.0,10931700.0
Chile,1987,693.0,11209000.0
Chile,1988,697.0,11306000.0
Chile,1989,725.0,11501000.0
Chile,1990,743.0,11709000.0
Chile,1991,787.0,11871000.0
Chile,1992,658.0,12125000.0
Chile,1993,740.0,12306400.0
Chile,1994,801.0,12526600.0
Chile,1995,930.0,12897643.0
Chile,1996,917.0,13125089.0
Chile,1997,910.0,13339550.0
Chile,1998,1031.0,13543940.0
Chile,1999,1041.0,13743882.0
Chile,2000,1473.0,13943575.0
Chile,2001,1625.0,14139590.0
Chile,2002,1603.0,14332840.0
Chile,2003,1654.0,14523758.0
Chile,2004,1735.0,14710993.0
Chile,2005,1682.0,14893574.0
Chile,2006,1795.0,15071596.0
Chile,2007,1848.0,15245435.0
Chile,2008,2088.0,15415661.0
Chile,2009,2148.0,15584149.0
Chile,2010,2001.0,15751851.0
Chile,2011,2027.0,15910783.0
Chile,2012,1841.0,16075247.0
Chile,2013,1738.0,16242244.0
Chile,2014,1789.0,16406867.0
Chile,2015,1838.0,16565725.0
Colombia,1984,1056.0,24525400.0
Colombia,1985,1001.0,25052400.0
Colombia,1986,958.0,25585600.0
Colombia,1987,951.0,28009432.0
Colombia,1988,912.0,28649501.0
Colombia,1989,831.0,29289829.0
Colombia,1990,865.0,29930973.0
Colombia,1991,1010.0,30584178.0
Colombia,1992,1086.0,29615400.0
Colombia,1993,1085.0,30242200.0
Colombia,1994,1198.0,30874600.0
Colombia,1995,1150.0,33090899.0
Colombia,1996,1209.0,33703636.0
Colombia,1997,1242.0,34338825.0
Colombia,1998,2052.0,34987039.0
Colombia,1999,2143.0,35629408.0
Colombia,2000,2358.0,36252342.0
Colombia,2001,2412.0,36884428.0
Colombia,2002,2379.0,37478276.0
Colombia,2003,2269.0,38044513.0
Colombia,2004,2244.0,38604716.0
Colombia,2005,2102.0,39172790.0
Colombia,2006,2177.0,39708676.0
Colombia,2007,2181.0,40275206.0
Colombia,2008,2220.0,40859129.0
Colombia,2009,2249.0,41436173.0
Colombia,2010,2107.0,41989103.0
Colombia,2011,2044.0,42538305.0
Colombia,2012,2119.0,43055864.0
Colombia,2013,2068.0,43546298.0
Colombia,2014,2126.0,44021800.0
Colombia,2015,2332.0,44490427.0
Costa Rica,1980,122.0,1948000.0
Costa Rica,1981,97.0,1970000.0
Costa Rica,1982,90.0,2015000.0
Costa Rica,1983,132.0,2083000.0
Costa Rica,1984,113.0,2189200.0
Costa Rica,1985,128.0,2236200.0
Costa Rica,1986,131.0,2292900.0
Costa Rica,1987,119.0,2400700.0
Costa Rica,1988,138.0,2465200.0
